#                                                                                                                  --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                              accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                      ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
148936at5125_1089452_0:000c54|CM010337.1:680221-683560|+   -           1114 148936               -            970         0 1699.9   7.0   1   1         0         0 1699.6   7.0     1   969    66  1104    66  1105 0.92 <unknown description>
148936at5125_595255_0:002968|CM010337.1:673077-683560|+    -           1130 148936               -            970         0 1699.8   7.0   1   1         0         0 1699.5   7.0     1   969    82  1120    82  1121 0.92 <unknown description>
148936at5125_983965_0:000f51|CM010337.1:680890-683560|+    -            891 148936               -            970         0 1542.9   6.0   1   1         0         0 1542.6   6.0   136   969     1   881     1   882 0.94 <unknown description>
148936at5125_5507_3:004070|QESU01000065.1:18043-21625|+    -           1119 148936               -            970         0 1515.0   0.2   1   1         0         0 1514.8   0.2     1   953    88  1114    88  1118 0.91 <unknown description>
148936at5125_5507_3:004070|QESU01000460.1:18043-21625|+    -           1119 148936               -            970         0 1515.0   0.2   1   1         0         0 1514.8   0.2     1   953    88  1114    88  1118 0.91 <unknown description>
148936at5125_426428_0:002804|QESU01000203.1:15655-19629|+  -           1095 148936               -            970         0 1465.2   6.1   1   2   4.8e-26   4.8e-26   82.5   5.5     2   116    50   184    49   213 0.76 <unknown description>
148936at5125_426428_0:002804|QESU01000203.1:15655-19629|+  -           1095 148936               -            970         0 1465.2   6.1   2   2         0         0 1381.7   0.0   116   941   221  1087   195  1091 0.93 <unknown description>
148936at5125_307937_0:0032e4|QESU01000065.1:18948-21613|+  -            889 148936               -            970         0 1410.8   0.0   1   1         0         0 1410.5   0.0   118   953    11   888     4   889 0.94 <unknown description>
148936at5125_307937_0:0032e4|QESU01000460.1:18948-21613|+  -            889 148936               -            970         0 1410.8   0.0   1   1         0         0 1410.5   0.0   118   953    11   888     4   889 0.94 <unknown description>
148936at5125_307937_0:0032e4|QESU01000203.1:16932-19608|+  -            893 148936               -            970         0 1382.6   0.0   1   1         0         0 1382.3   0.0   116   940    26   891     4   893 0.93 <unknown description>
148936at5125_100902_0:002a40|QESU01000065.1:16637-21598|+  -            805 148936               -            970         0 1259.4   0.1   1   1         0         0 1259.1   0.1   222   948    40   804    33   805 0.93 <unknown description>
148936at5125_100902_0:002a40|QESU01000460.1:16637-21598|+  -            805 148936               -            970         0 1259.4   0.1   1   1         0         0 1259.1   0.1   222   948    40   804    33   805 0.93 <unknown description>
148936at5125_100902_0:002a40|QESU01000203.1:13279-19629|+  -            804 148936               -            970         0 1236.4   0.0   1   1         0         0 1236.0   0.0   222   941    40   796    21   800 0.93 <unknown description>
148936at5125_57161_0:003963|CM010337.1:681730-683560|+     -            611 148936               -            970         0 1119.4   1.6   1   1         0         0 1119.2   1.6   398   969     1   601     1   602 0.95 <unknown description>
148936at5125_2773459_0:002ce6|QESU01000065.1:19653-21625|+ -            658 148936               -            970         0 1081.3   0.0   1   1         0         0 1081.2   0.0   334   953     1   653     1   657 0.94 <unknown description>
148936at5125_2773459_0:002ce6|QESU01000460.1:19653-21625|+ -            658 148936               -            970         0 1081.3   0.0   1   1         0         0 1081.2   0.0   334   953     1   653     1   657 0.94 <unknown description>
148936at5125_2773459_0:002ce6|QESU01000203.1:17688-19666|+ -            660 148936               -            970         0 1057.7   0.0   1   1         0         0 1057.4   0.0   334   941     1   640     1   656 0.93 <unknown description>
148936at5125_468837_0:00205a|CM010337.1:680542-682315|+    -            592 148936               -            970  7.2e-272  896.2   0.5   1   1    8e-272    8e-272  896.0   0.5    41   586     1   592     1   592 0.90 <unknown description>
148936at5125_96318_0:002181|QESU01000065.1:18591-20409|+   -            607 148936               -            970  9.4e-258  849.5   0.0   1   1  1.3e-257  1.3e-257  849.1   0.0    22   573     4   603     2   606 0.90 <unknown description>
148936at5125_96318_0:002181|QESU01000460.1:18591-20409|+   -            607 148936               -            970  9.4e-258  849.5   0.0   1   1  1.3e-257  1.3e-257  849.1   0.0    22   573     4   603     2   606 0.90 <unknown description>
148936at5125_96318_0:002181|QESU01000203.1:15859-18444|+   -            622 148936               -            970  3.5e-250  824.4   4.8   1   1  2.6e-248  2.6e-248  818.2   4.8    22   573     4   618     2   621 0.87 <unknown description>
148936at5125_426428_0:0014c9|QESU01000065.1:20259-21625|+  -            456 148936               -            970  1.2e-214  706.8   0.1   1   1  1.4e-214  1.4e-214  706.6   0.1   527   953     1   451     1   455 0.93 <unknown description>
148936at5125_426428_0:0014c9|QESU01000460.1:20259-21625|+  -            456 148936               -            970  1.2e-214  706.8   0.1   1   1  1.4e-214  1.4e-214  706.6   0.1   527   953     1   451     1   455 0.93 <unknown description>
148936at5125_660025_0:00445b|QESU01000203.1:18294-19629|+  -            446 148936               -            970  1.2e-207  683.6   0.1   1   1  1.4e-207  1.4e-207  683.4   0.1   527   941     1   438     1   442 0.93 <unknown description>
148936at5125_42673_0:002d53|QESU01000065.1:18903-20272|+   -            435 148936               -            970  3.6e-188  619.2   0.0   1   1  4.3e-188  4.3e-188  618.9   0.0   101   501     3   427     1   431 0.91 <unknown description>
148936at5125_42673_0:002d53|QESU01000460.1:18903-20272|+   -            435 148936               -            970  3.6e-188  619.2   0.0   1   1  4.3e-188  4.3e-188  618.9   0.0   101   501     3   427     1   431 0.91 <unknown description>
148936at5125_42673_0:002d53|QESU01000203.1:16938-18307|+   -            435 148936               -            970  5.8e-186  611.8   0.0   1   1  7.7e-186  7.7e-186  611.5   0.0   116   501    24   427     3   431 0.92 <unknown description>
148936at5125_169388_0:001626|QESU01000065.1:20554-21607|+  -            352 148936               -            970    1e-179  591.2   0.1   1   1  1.1e-179  1.1e-179  591.0   0.1   614   951     2   351     1   352 0.95 <unknown description>
148936at5125_169388_0:001626|QESU01000460.1:20554-21607|+  -            352 148936               -            970    1e-179  591.2   0.1   1   1  1.1e-179  1.1e-179  591.0   0.1   614   951     2   351     1   352 0.95 <unknown description>
148936at5125_169388_0:001626|QESU01000203.1:18588-19648|+  -            354 148936               -            970  1.9e-176  580.4   0.1   1   1    2e-176    2e-176  580.3   0.1   614   942     2   341     1   354 0.93 <unknown description>
148936at5125_64609_0:00388d|CM010337.1:682636-683560|+     -            309 148936               -            970  6.4e-175  575.3   2.3   1   1  7.6e-175  7.6e-175  575.1   2.3   680   969     1   299     1   300 0.96 <unknown description>
148936at5125_660029_0:001586|QESU01000203.1:17496-18845|+  -            327 148936               -            970  2.1e-160  527.3   0.0   1   1  2.6e-160  2.6e-160  526.9   0.0   279   569    10   309     2   313 0.95 <unknown description>
148936at5125_660029_0:001586|QESU01000065.1:19461-20811|+  -            327 148936               -            970  2.4e-160  527.0   0.0   1   1  3.1e-160  3.1e-160  526.7   0.0   279   569    10   309     2   315 0.95 <unknown description>
148936at5125_660029_0:001586|QESU01000460.1:19461-20811|+  -            327 148936               -            970  2.4e-160  527.0   0.0   1   1  3.1e-160  3.1e-160  526.7   0.0   279   569    10   309     2   315 0.95 <unknown description>
148936at5125_1089452_0:00465e|QESU01000065.1:20770-21625|+ -            286 148936               -            970  9.1e-149  488.7   0.1   1   1    1e-148    1e-148  488.6   0.1   680   953     1   281     1   285 0.96 <unknown description>
148936at5125_1089452_0:00465e|QESU01000460.1:20770-21625|+ -            286 148936               -            970  9.1e-149  488.7   0.1   1   1    1e-148    1e-148  488.6   0.1   680   953     1   281     1   285 0.96 <unknown description>
148936at5125_42673_0:0032ea|QESU01000203.1:18804-19666|+   -            288 148936               -            970  1.3e-145  478.3   0.1   1   1  1.6e-145  1.6e-145  478.0   0.1   680   941     1   268     1   284 0.94 <unknown description>
148936at5125_61366_0:000179|QESU01000203.1:17496-20567|+   -            287 148936               -            970  4.2e-118  387.2   0.0   1   1    5e-118    5e-118  387.0   0.0   279   505    10   245     2   269 0.92 <unknown description>
148936at5125_61366_0:000179|QESU01000065.1:19461-22526|+   -            287 148936               -            970  6.1e-118  386.7   0.1   1   1  7.2e-118  7.2e-118  386.5   0.1   279   503    10   243     2   269 0.92 <unknown description>
148936at5125_61366_0:000179|QESU01000460.1:19461-22526|+   -            287 148936               -            970  6.1e-118  386.7   0.1   1   1  7.2e-118  7.2e-118  386.5   0.1   279   503    10   243     2   269 0.92 <unknown description>
148936at5125_1080343_0:002584|QESU01000203.1:17496-18126|+ -            211 148936               -            970  8.9e-100  326.6   0.1   1   1     1e-99     1e-99  326.4   0.1   279   471    10   211     2   211 0.93 <unknown description>
148936at5125_1080343_0:002584|QESU01000065.1:19461-20091|+ -            211 148936               -            970   3.3e-99  324.7   0.1   1   1   3.8e-99   3.8e-99  324.5   0.1   279   471    10   211     2   211 0.93 <unknown description>
148936at5125_1080343_0:002584|QESU01000460.1:19461-20091|+ -            211 148936               -            970   3.3e-99  324.7   0.1   1   1   3.8e-99   3.8e-99  324.5   0.1   279   471    10   211     2   211 0.93 <unknown description>
148936at5125_5507_2:003ff6|QESU01000203.1:18358-19170|+    -            148 148936               -            970   3.7e-80  261.7   0.7   1   1   4.3e-80   4.3e-80  261.4   0.7   664   800    10   148     6   148 0.96 <unknown description>
148936at5125_5507_2:003ff6|QESU01000065.1:20323-21139|+    -            149 148936               -            970   2.3e-79  259.0   0.5   1   1   2.7e-79   2.7e-79  258.8   0.5   664   800    10   149     6   149 0.95 <unknown description>
148936at5125_5507_2:003ff6|QESU01000460.1:20323-21139|+    -            149 148936               -            970   2.3e-79  259.0   0.5   1   1   2.7e-79   2.7e-79  258.8   0.5   664   800    10   149     6   149 0.95 <unknown description>
148936at5125_451672_0:0033cc|QESU01000065.1:19323-19896|+  -            192 148936               -            970   8.7e-75  243.9   2.0   1   1   9.7e-75   9.7e-75  243.7   2.0   229   406     1   192     1   192 0.90 <unknown description>
148936at5125_451672_0:0033cc|QESU01000460.1:19323-19896|+  -            192 148936               -            970   8.7e-75  243.9   2.0   1   1   9.7e-75   9.7e-75  243.7   2.0   229   406     1   192     1   192 0.90 <unknown description>
148936at5125_451672_0:0033cc|QESU01000203.1:17358-17931|+  -            192 148936               -            970   1.6e-74  243.0   0.6   1   1   1.8e-74   1.8e-74  242.8   0.6   229   406     1   192     1   192 0.90 <unknown description>
148936at5125_1089457_0:0049bd|QESU01000065.1:16637-19785|+ -            201 148936               -            970   7.5e-71  230.8   0.9   1   1   8.7e-71   8.7e-71  230.6   0.9   222   375    40   198    33   201 0.94 <unknown description>
148936at5125_1089457_0:0049bd|QESU01000460.1:16637-19785|+ -            201 148936               -            970   7.5e-71  230.8   0.9   1   1   8.7e-71   8.7e-71  230.6   0.9   222   375    40   198    33   201 0.94 <unknown description>
148936at5125_1089457_0:0049bd|QESU01000203.1:13279-17820|+ -            201 148936               -            970   1.9e-70  229.5   0.4   1   1   2.1e-70   2.1e-70  229.4   0.4   222   375    40   198    20   201 0.93 <unknown description>
148936at5125_1089451_0:003204|QESU01000065.1:20962-21580|+ -            133 148936               -            970   3.9e-56  182.1   0.0   1   2   6.1e-18   6.1e-18   55.7   0.0   742   784     1    44     1    46 0.95 <unknown description>
148936at5125_1089451_0:003204|QESU01000065.1:20962-21580|+ -            133 148936               -            970   3.9e-56  182.1   0.0   2   2   9.1e-39   9.1e-39  124.6   0.0   867   941    54   131    52   133 0.94 <unknown description>
148936at5125_1089451_0:003204|QESU01000460.1:20962-21580|+ -            133 148936               -            970   3.9e-56  182.1   0.0   1   2   6.1e-18   6.1e-18   55.7   0.0   742   784     1    44     1    46 0.95 <unknown description>
148936at5125_1089451_0:003204|QESU01000460.1:20962-21580|+ -            133 148936               -            970   3.9e-56  182.1   0.0   2   2   9.1e-39   9.1e-39  124.6   0.0   867   941    54   131    52   133 0.94 <unknown description>
148936at5125_5507_3:002812|QESU01000065.1:19863-20016|+    -             52 148936               -            970   4.2e-27   86.0   0.2   1   1   4.5e-27   4.5e-27   85.9   0.2   397   446     3    52     1    52 0.98 <unknown description>
148936at5125_5507_3:002812|QESU01000460.1:19863-20016|+    -             52 148936               -            970   4.2e-27   86.0   0.2   1   1   4.5e-27   4.5e-27   85.9   0.2   397   446     3    52     1    52 0.98 <unknown description>
148936at5125_5507_3:002812|QESU01000203.1:17898-18051|+    -             52 148936               -            970     2e-26   83.8   0.2   1   1   2.1e-26   2.1e-26   83.7   0.2   397   446     3    52     1    52 0.98 <unknown description>
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /home/arafat/busco_downloads/lineages/hypocreales_odb12.2/hmms/148936at5125.hmm
# Target file:     /home/arafat/Foxy_SIX_Evolution/results/busco/GCA_003315725.1/run_hypocreales_odb12.2/miniprot_output/translated_proteins/148936at5125.faa
# Option settings: hmmsearch --domtblout /home/arafat/Foxy_SIX_Evolution/results/busco/GCA_003315725.1/run_hypocreales_odb12.2/hmmer_output/148936at5125.out --cpu 1 /home/arafat/busco_downloads/lineages/hypocreales_odb12.2/hmms/148936at5125.hmm /home/arafat/Foxy_SIX_Evolution/results/busco/GCA_003315725.1/run_hypocreales_odb12.2/miniprot_output/translated_proteins/148936at5125.faa 
# Current dir:     /home/arafat/Foxy_SIX_Evolution
# Date:            Thu Sep 24 13:02:28 2026
# [ok]
